,AircraftID,RegistrationNumber,ICAOTypeCode,Model,Manufacturer,OwnerAirlineID,CreatedAt,UpdatedAt,ICAO,Capacity
4852,4853,RN-88882506,AN30,Antonov An-30,Antonov,357,1747301388,1747301388,AN30,184
4853,4854,KF-41697000,AN30,Antonov An-30,Antonov,182,1747301388,1747301388,AN30,184
4854,4855,UP-81741045,A337,"Airbus A330-700 ""BelugaXL""",Airbus,360,1747301388,1747301388,A337,277
4855,4856,JC-43533355,AN26,Antonov An-26,Antonov,39,1747301388,1747301388,AN26,100
4856,4857,DO-23059496,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,143,1747301388,1747301388,A3ST,234
4857,4858,GK-67581247,A318,Airbus A318,Airbus,425,1747301388,1747301388,A318,279
4858,4859,KX-58917221,AN12,Antonov An-12,Antonov,132,1747301388,1747301388,AN12,207
4859,4860,RT-45693015,B3XM,Boeing 737 MAX 10,Boeing,463,1747301388,1747301388,B3XM,335
4860,4861,IU-74164183,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,288,1747301388,1747301388,AT46,20
4861,4862,JI-91309633,A318,Airbus A318,Airbus,470,1747301388,1747301388,A318,279
4862,4863,PF-14609238,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,28,1747301388,1747301388,AT75,200
4863,4864,WC-86305014,AN30,Antonov An-30,Antonov,214,1747301388,1747301388,AN30,184
4864,4865,AJ-45845681,A343,Airbus A340-300,Airbus,599,1747301388,1747301388,A343,303
4865,4866,QX-04490587,A337,"Airbus A330-700 ""BelugaXL""",Airbus,228,1747301388,1747301388,A337,277
4866,4867,US-32898972,ATP,British Aerospace ATP,British,75,1747301388,1747301388,ATP,134
4867,4868,YI-30483202,A748,Hawker Siddeley HS 748,Hawker,376,1747301388,1747301388,A748,85
4868,4869,MR-51529505,A343,Airbus A340-300,Airbus,137,1747301388,1747301388,A343,303
4869,4870,JD-92365439,B37M,Boeing 737 MAX 7,Boeing,257,1747301388,1747301388,B37M,385
4870,4871,VZ-58951474,AJ27,Comac ARJ21-700 / C909,Comac,569,1747301388,1747301388,AJ27,73
4871,4872,XP-58980828,AN30,Antonov An-30,Antonov,187,1747301388,1747301388,AN30,184
4872,4873,GH-82459366,A333,Airbus A330-300,Airbus,25,1747301388,1747301388,A333,230
4873,4874,XZ-81725126,A339,Airbus A330-900,Airbus,152,1747301388,1747301388,A339,251
4874,4875,PU-15624068,B39M,Boeing 737 MAX 9,Boeing,287,1747301388,1747301388,B39M,169
4875,4876,FX-11366992,A148,Antonov An-148,Antonov,62,1747301388,1747301388,A148,150
4876,4877,AP-09363039,A20N,Airbus A320neo,Airbus,549,1747301388,1747301388,A20N,299
4877,4878,UD-31176028,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,248,1747301388,1747301388,AC90,194
4878,4879,CT-99810451,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,633,1747301388,1747301388,AT43,184
4879,4880,NF-70802451,AN72,Antonov An-72 / An-74,Antonov,250,1747301388,1747301388,AN72,148
4880,4881,UC-51846791,A345,Airbus A340-500,Airbus,269,1747301388,1747301388,A345,251
4881,4882,DP-90314007,B39M,Boeing 737 MAX 9,Boeing,531,1747301388,1747301388,B39M,169
4882,4883,LA-17295068,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,51,1747301388,1747301388,AT76,127
4883,4884,ZH-41720960,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,489,1747301388,1747301388,AT72,20
4884,4885,SY-38110687,A319,Airbus A319,Airbus,277,1747301388,1747301388,A319,302
4885,4886,OI-07697441,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,471,1747301388,1747301388,AT46,20
4886,4887,OT-85279361,AN30,Antonov An-30,Antonov,92,1747301388,1747301388,AN30,184
4887,4888,TR-12083771,A333,Airbus A330-300,Airbus,342,1747301388,1747301388,A333,230
4888,4889,PQ-49316408,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,164,1747301388,1747301388,AT73,35
4889,4890,JQ-48737765,A333,Airbus A330-300,Airbus,385,1747301388,1747301388,A333,230
4890,4891,YL-71841687,B190,Beechcraft 1900,Beechcraft,376,1747301388,1747301388,B190,34
4891,4892,RY-49227706,AN28,Antonov An-28,Antonov,148,1747301388,1747301388,AN28,92
4892,4893,KU-85697060,A35K,Airbus A350-1000,Airbus,503,1747301388,1747301388,A35K,350
4893,4894,WN-75083022,A320,Airbus A320,Airbus,108,1747301388,1747301388,A320,347
4894,4895,GK-19235654,A346,Airbus A340-600,Airbus,77,1747301388,1747301388,A346,354
4895,4896,AI-84815833,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,355,1747301388,1747301388,AT45,87
4896,4897,ZP-73821226,A319,Airbus A319,Airbus,325,1747301388,1747301388,A319,302
4897,4898,CK-54085032,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,260,1747301388,1747301388,AT76,127
4898,4899,OH-16787866,A318,Airbus A318,Airbus,365,1747301388,1747301388,A318,279
4899,4900,SE-36070264,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,258,1747301388,1747301388,AT46,20
4900,4901,XV-44818425,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,538,1747301388,1747301388,AT45,87
4901,4902,SN-27409004,A158,Antonov An-158,Antonov,183,1747301388,1747301388,A158,235
4902,4903,CO-64191912,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,238,1747301388,1747301388,AT46,20
4903,4904,MJ-61201679,A321,Airbus A321,Airbus,194,1747301388,1747301388,A321,297
4904,4905,SW-74372087,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,104,1747301388,1747301388,A3ST,234
4905,4906,CW-53274584,A310,Airbus A310-200,Airbus,458,1747301388,1747301388,A310,272
4906,4907,GU-82649295,A225,Antonov An-225 Mriya,Antonov,522,1747301388,1747301388,A225,102
4907,4908,GP-98512386,A332,Airbus A330-200,Airbus,111,1747301388,1747301388,A332,156
4908,4909,IU-58375585,A748,Hawker Siddeley HS 748,Hawker,600,1747301388,1747301388,A748,85
4909,4910,CC-77463020,B38M,Boeing 737 MAX 8,Boeing,390,1747301388,1747301388,B38M,242
4910,4911,LQ-82963552,AN28,Antonov An-28,Antonov,125,1747301388,1747301388,AN28,92
4911,4912,CF-15510755,A400,Airbus A400M Atlas,Airbus,645,1747301388,1747301388,A400,246
4912,4913,LY-83577601,A21N,Airbus A321neo,Airbus,260,1747301388,1747301388,A21N,234
4913,4914,RQ-59494736,A333,Airbus A330-300,Airbus,217,1747301388,1747301388,A333,230
4914,4915,TG-52856758,A388,Airbus A380-800,Airbus,404,1747301388,1747301388,A388,395
4915,4916,WI-09832349,A342,Airbus A340-200,Airbus,331,1747301388,1747301388,A342,313
4916,4917,MA-10943715,B37M,Boeing 737 MAX 7,Boeing,610,1747301388,1747301388,B37M,385
4917,4918,UH-85466787,A337,"Airbus A330-700 ""BelugaXL""",Airbus,43,1747301388,1747301388,A337,277
4918,4919,XQ-08040156,A319,Airbus A319,Airbus,578,1747301388,1747301388,A319,302
4919,4920,GX-13852567,A333,Airbus A330-300,Airbus,412,1747301388,1747301388,A333,230
4920,4921,VM-32071998,A124,Antonov An-124 Ruslan,Antonov,148,1747301388,1747301388,A124,140
4921,4922,HM-94029542,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,457,1747301388,1747301388,AT43,184
4922,4923,ZA-58422416,A158,Antonov An-158,Antonov,310,1747301388,1747301388,A158,235
4923,4924,JT-01661802,A345,Airbus A340-500,Airbus,401,1747301388,1747301388,A345,251
4924,4925,MQ-19027982,B39M,Boeing 737 MAX 9,Boeing,25,1747301388,1747301388,B39M,169
4925,4926,ZN-25375329,A140,Antonov An-140,Antonov,476,1747301388,1747301388,A140,117
4926,4927,FE-48641004,A345,Airbus A340-500,Airbus,170,1747301388,1747301388,A345,251
4927,4928,BH-74145949,A332,Airbus A330-200,Airbus,367,1747301388,1747301388,A332,156
4928,4929,QX-15088982,A748,Hawker Siddeley HS 748,Hawker,325,1747301388,1747301388,A748,85
4929,4930,LZ-56593870,A332,Airbus A330-200,Airbus,188,1747301388,1747301388,A332,156
4930,4931,IY-88741252,A306,Airbus A300-600,Airbus,396,1747301388,1747301388,A306,176
4931,4932,FY-46716763,AN12,Antonov An-12,Antonov,305,1747301388,1747301388,AN12,207
4932,4933,MX-55851263,A345,Airbus A340-500,Airbus,88,1747301388,1747301388,A345,251
4933,4934,OI-55470992,A400,Airbus A400M Atlas,Airbus,367,1747301388,1747301388,A400,246
4934,4935,TD-55521898,B190,Beechcraft 1900,Beechcraft,44,1747301388,1747301388,B190,34
4935,4936,KW-56596536,A345,Airbus A340-500,Airbus,424,1747301388,1747301388,A345,251
4936,4937,CF-02741092,A140,Antonov An-140,Antonov,505,1747301388,1747301388,A140,117
4937,4938,IB-22884762,B3XM,Boeing 737 MAX 10,Boeing,593,1747301388,1747301388,B3XM,335
4938,4939,MJ-42659674,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,475,1747301388,1747301388,AC90,194
4939,4940,OT-22432578,A148,Antonov An-148,Antonov,379,1747301388,1747301388,A148,150
4940,4941,GM-05650612,A140,Antonov An-140,Antonov,425,1747301388,1747301388,A140,117
4941,4942,NJ-66772877,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,413,1747301388,1747301388,AT76,127
4942,4943,NY-31973430,AJ27,Comac ARJ21-700 / C909,Comac,592,1747301388,1747301388,AJ27,73
4943,4944,ZR-19134362,A20N,Airbus A320neo,Airbus,630,1747301388,1747301388,A20N,299
4944,4945,NT-02832671,AN72,Antonov An-72 / An-74,Antonov,58,1747301388,1747301388,AN72,148
4945,4946,NI-50593562,AN72,Antonov An-72 / An-74,Antonov,120,1747301388,1747301388,AN72,148
4946,4947,XB-36319151,B190,Beechcraft 1900,Beechcraft,586,1747301388,1747301388,B190,34
4947,4948,GK-90840985,AN28,Antonov An-28,Antonov,69,1747301388,1747301388,AN28,92
4948,4949,HO-73668916,AN28,Antonov An-28,Antonov,60,1747301388,1747301388,AN28,92
4949,4950,SI-32039044,A306,Airbus A300-600,Airbus,136,1747301388,1747301388,A306,176
4950,4951,MZ-18428553,AN12,Antonov An-12,Antonov,464,1747301388,1747301388,AN12,207
4951,4952,PE-13863227,A342,Airbus A340-200,Airbus,584,1747301388,1747301388,A342,313
4952,4953,GQ-11460123,AN30,Antonov An-30,Antonov,420,1747301388,1747301388,AN30,184
4953,4954,GZ-82042359,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,473,1747301388,1747301388,AT45,87
4954,4955,SF-44897565,A310,Airbus A310-200,Airbus,253,1747301388,1747301388,A310,272
4955,4956,AS-27946837,AN72,Antonov An-72 / An-74,Antonov,631,1747301388,1747301388,AN72,148
4956,4957,CC-11556929,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,506,1747301388,1747301388,AT75,200
4957,4958,PC-52564428,A319,Airbus A319,Airbus,370,1747301388,1747301388,A319,302
4958,4959,QT-83845194,A310,Airbus A310-200,Airbus,588,1747301388,1747301388,A310,272
4959,4960,KH-52329863,A339,Airbus A330-900,Airbus,233,1747301388,1747301388,A339,251
4960,4961,EU-30765260,A19N,Airbus A319neo,Airbus,388,1747301388,1747301388,A19N,172
4961,4962,IA-76432697,A318,Airbus A318,Airbus,82,1747301388,1747301388,A318,279
4962,4963,SQ-82045597,AN28,Antonov An-28,Antonov,490,1747301388,1747301388,AN28,92
4963,4964,EA-50299867,A318,Airbus A318,Airbus,451,1747301388,1747301388,A318,279
4964,4965,AW-32762916,AN72,Antonov An-72 / An-74,Antonov,119,1747301388,1747301388,AN72,148
4965,4966,VS-38700544,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,664,1747301388,1747301388,AT75,200
4966,4967,SY-64328497,A35K,Airbus A350-1000,Airbus,244,1747301388,1747301388,A35K,350
4967,4968,OD-62662883,A148,Antonov An-148,Antonov,43,1747301388,1747301388,A148,150
4968,4969,WQ-26231009,A148,Antonov An-148,Antonov,271,1747301388,1747301388,A148,150
4969,4970,EA-21811398,ATP,British Aerospace ATP,British,46,1747301388,1747301388,ATP,134
4970,4971,CX-93023057,A124,Antonov An-124 Ruslan,Antonov,179,1747301388,1747301388,A124,140
4971,4972,TU-64989588,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,80,1747301388,1747301388,AC90,194
4972,4973,YS-95008468,A345,Airbus A340-500,Airbus,448,1747301388,1747301388,A345,251
4973,4974,LQ-13922566,A35K,Airbus A350-1000,Airbus,371,1747301388,1747301388,A35K,350
4974,4975,NM-77345985,A388,Airbus A380-800,Airbus,472,1747301388,1747301388,A388,395
4975,4976,WA-17791734,AN32,Antonov An-32,Antonov,345,1747301388,1747301388,AN32,203
4976,4977,AD-56174318,A337,"Airbus A330-700 ""BelugaXL""",Airbus,109,1747301388,1747301388,A337,277
4977,4978,OJ-46449980,A19N,Airbus A319neo,Airbus,65,1747301388,1747301388,A19N,172
4978,4979,OF-46825811,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,71,1747301388,1747301388,AT46,20
4979,4980,LT-88509964,A339,Airbus A330-900,Airbus,416,1747301388,1747301388,A339,251
4980,4981,II-72157566,AN26,Antonov An-26,Antonov,41,1747301388,1747301388,AN26,100
4981,4982,QY-85301384,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,592,1747301388,1747301388,AT73,35
4982,4983,GY-24493480,A388,Airbus A380-800,Airbus,488,1747301388,1747301388,A388,395
4983,4984,AF-59165370,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,477,1747301388,1747301388,AT46,20
4984,4985,DP-31026812,A359,Airbus A350-900,Airbus,2,1747301388,1747301388,A359,351
4985,4986,NC-68021572,A310,Airbus A310-200,Airbus,104,1747301388,1747301388,A310,272
4986,4987,JG-31470051,A320,Airbus A320,Airbus,5,1747301388,1747301388,A320,347
4987,4988,SS-52445448,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,225,1747301388,1747301388,A3ST,234
4988,4989,CA-67675446,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,377,1747301388,1747301388,AT73,35
4989,4990,MA-83126492,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,486,1747301388,1747301388,AT46,20
4990,4991,SW-16079132,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,389,1747301388,1747301388,AC90,194
4991,4992,ZH-61594145,A346,Airbus A340-600,Airbus,37,1747301388,1747301388,A346,354
4992,4993,MC-70437343,A359,Airbus A350-900,Airbus,451,1747301388,1747301388,A359,351
4993,4994,BL-41349521,A320,Airbus A320,Airbus,7,1747301388,1747301388,A320,347
4994,4995,NM-61678095,B3XM,Boeing 737 MAX 10,Boeing,260,1747301388,1747301388,B3XM,335
4995,4996,SA-33593068,A333,Airbus A330-300,Airbus,142,1747301388,1747301388,A333,230
4996,4997,IY-64294156,A345,Airbus A340-500,Airbus,352,1747301388,1747301388,A345,251
4997,4998,SI-09813755,A321,Airbus A321,Airbus,47,1747301388,1747301388,A321,297
4998,4999,DR-41171721,A20N,Airbus A320neo,Airbus,186,1747301388,1747301388,A20N,299
4999,5000,FY-22170229,AN26,Antonov An-26,Antonov,298,1747301388,1747301388,AN26,100
5000,5001,JZ-89421350,A124,Antonov An-124 Ruslan,Antonov,48,1747301388,1747301388,A124,140
5001,5002,QY-01099900,A140,Antonov An-140,Antonov,407,1747301388,1747301388,A140,117
5002,5003,LD-57805959,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,143,1747301388,1747301388,AT45,87
5003,5004,WL-09447691,A21N,Airbus A321neo,Airbus,454,1747301388,1747301388,A21N,234
5004,5005,YI-75364617,B3XM,Boeing 737 MAX 10,Boeing,96,1747301388,1747301388,B3XM,335
5005,5006,RE-87659452,A306,Airbus A300-600,Airbus,546,1747301388,1747301388,A306,176
5006,5007,FG-82341764,A306,Airbus A300-600,Airbus,193,1747301388,1747301388,A306,176
5007,5008,ET-37674385,AN12,Antonov An-12,Antonov,656,1747301388,1747301388,AN12,207
5008,5009,CP-32737952,A20N,Airbus A320neo,Airbus,8,1747301388,1747301388,A20N,299
5009,5010,KO-66365008,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,225,1747301388,1747301388,AT75,200
5010,5011,DE-74271348,A140,Antonov An-140,Antonov,58,1747301388,1747301388,A140,117
5011,5012,RU-99914712,A337,"Airbus A330-700 ""BelugaXL""",Airbus,334,1747301388,1747301388,A337,277
5012,5013,SU-30353495,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,9,1747301388,1747301388,AC90,194
5013,5014,NG-19890817,A321,Airbus A321,Airbus,597,1747301388,1747301388,A321,297
5014,5015,YB-58383694,AN28,Antonov An-28,Antonov,50,1747301388,1747301388,AN28,92
5015,5016,WI-59902024,A124,Antonov An-124 Ruslan,Antonov,24,1747301388,1747301388,A124,140
5016,5017,LH-97071659,A148,Antonov An-148,Antonov,492,1747301388,1747301388,A148,150
5017,5018,OX-42037463,A388,Airbus A380-800,Airbus,92,1747301388,1747301388,A388,395
5018,5019,NA-61056466,A342,Airbus A340-200,Airbus,517,1747301388,1747301388,A342,313
5019,5020,RJ-71612949,A333,Airbus A330-300,Airbus,249,1747301388,1747301388,A333,230
5020,5021,WV-85184135,A346,Airbus A340-600,Airbus,500,1747301388,1747301388,A346,354
5021,5022,KH-84116575,A124,Antonov An-124 Ruslan,Antonov,81,1747301388,1747301388,A124,140
5022,5023,TC-68720275,A19N,Airbus A319neo,Airbus,532,1747301388,1747301388,A19N,172
5023,5024,OI-98460595,A345,Airbus A340-500,Airbus,148,1747301388,1747301388,A345,251
5024,5025,SH-64502358,A338,Airbus A330-800,Airbus,126,1747301388,1747301388,A338,178
5025,5026,MK-17292961,A338,Airbus A330-800,Airbus,112,1747301388,1747301388,A338,178
5026,5027,AN-34307031,A345,Airbus A340-500,Airbus,368,1747301388,1747301388,A345,251
5027,5028,EC-06395120,B39M,Boeing 737 MAX 9,Boeing,10,1747301388,1747301388,B39M,169
5028,5029,ZB-61922792,A343,Airbus A340-300,Airbus,103,1747301388,1747301388,A343,303
5029,5030,GL-84368430,AN72,Antonov An-72 / An-74,Antonov,592,1747301388,1747301388,AN72,148
5030,5031,CA-55295852,A320,Airbus A320,Airbus,203,1747301388,1747301388,A320,347
5031,5032,NR-01802471,A339,Airbus A330-900,Airbus,97,1747301388,1747301388,A339,251
5032,5033,GB-98425244,A333,Airbus A330-300,Airbus,279,1747301388,1747301388,A333,230
5033,5034,CG-58919602,A338,Airbus A330-800,Airbus,423,1747301388,1747301388,A338,178
5034,5035,EH-37286491,A148,Antonov An-148,Antonov,22,1747301388,1747301388,A148,150
5035,5036,TJ-19856003,A319,Airbus A319,Airbus,84,1747301388,1747301388,A319,302
5036,5037,EE-87500819,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,152,1747301388,1747301388,AT45,87
5037,5038,AP-24180170,A346,Airbus A340-600,Airbus,488,1747301388,1747301388,A346,354
5038,5039,BC-48772852,A320,Airbus A320,Airbus,194,1747301388,1747301388,A320,347
5039,5040,UW-06224644,A748,Hawker Siddeley HS 748,Hawker,145,1747301388,1747301388,A748,85
5040,5041,LE-70528284,A148,Antonov An-148,Antonov,43,1747301388,1747301388,A148,150
5041,5042,QM-11485690,A337,"Airbus A330-700 ""BelugaXL""",Airbus,134,1747301388,1747301388,A337,277
5042,5043,QH-51619784,A359,Airbus A350-900,Airbus,70,1747301388,1747301388,A359,351
5043,5044,VU-93643276,A343,Airbus A340-300,Airbus,284,1747301388,1747301388,A343,303
5044,5045,RX-93188482,A306,Airbus A300-600,Airbus,453,1747301388,1747301388,A306,176
5045,5046,EN-18473889,A345,Airbus A340-500,Airbus,375,1747301388,1747301388,A345,251
5046,5047,BC-15605741,AN30,Antonov An-30,Antonov,306,1747301388,1747301388,AN30,184
5047,5048,TL-66708838,A333,Airbus A330-300,Airbus,136,1747301388,1747301388,A333,230
5048,5049,HD-08476528,A388,Airbus A380-800,Airbus,479,1747301388,1747301388,A388,395
5049,5050,HS-37608106,A321,Airbus A321,Airbus,449,1747301388,1747301388,A321,297
5050,5051,CS-07240337,A388,Airbus A380-800,Airbus,224,1747301388,1747301388,A388,395
5051,5052,VM-19992375,A339,Airbus A330-900,Airbus,353,1747301388,1747301388,A339,251
5052,5053,QC-12577734,A35K,Airbus A350-1000,Airbus,88,1747301388,1747301388,A35K,350
5053,5054,IL-51378527,AN26,Antonov An-26,Antonov,427,1747301388,1747301388,AN26,100
5054,5055,AR-82626404,A337,"Airbus A330-700 ""BelugaXL""",Airbus,309,1747301388,1747301388,A337,277
5055,5056,KX-38021549,A124,Antonov An-124 Ruslan,Antonov,140,1747301388,1747301388,A124,140
5056,5057,KA-64461246,A320,Airbus A320,Airbus,473,1747301388,1747301388,A320,347
5057,5058,WP-50087421,A306,Airbus A300-600,Airbus,549,1747301388,1747301388,A306,176
5058,5059,SA-74785464,B38M,Boeing 737 MAX 8,Boeing,274,1747301388,1747301388,B38M,242
5059,5060,BB-32486231,A148,Antonov An-148,Antonov,659,1747301388,1747301388,A148,150
5060,5061,OJ-33741967,A346,Airbus A340-600,Airbus,606,1747301388,1747301388,A346,354
5061,5062,DN-72438980,AN26,Antonov An-26,Antonov,19,1747301388,1747301388,AN26,100
5062,5063,RU-04048929,A748,Hawker Siddeley HS 748,Hawker,591,1747301388,1747301388,A748,85
5063,5064,MZ-83219004,AN32,Antonov An-32,Antonov,249,1747301388,1747301388,AN32,203
5064,5065,MC-73586982,A21N,Airbus A321neo,Airbus,567,1747301388,1747301388,A21N,234
5065,5066,HF-69413043,A310,Airbus A310-200,Airbus,32,1747301388,1747301388,A310,272
5066,5067,VY-33428399,A338,Airbus A330-800,Airbus,529,1747301388,1747301388,A338,178
5067,5068,VQ-05864724,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,36,1747301388,1747301388,AT73,35
5068,5069,OB-74390345,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,323,1747301388,1747301388,AT73,35
5069,5070,OE-93136001,A225,Antonov An-225 Mriya,Antonov,94,1747301388,1747301388,A225,102
5070,5071,MQ-63462646,A20N,Airbus A320neo,Airbus,37,1747301388,1747301388,A20N,299
5071,5072,VS-24932062,A35K,Airbus A350-1000,Airbus,83,1747301388,1747301388,A35K,350
5072,5073,UK-01434609,A345,Airbus A340-500,Airbus,111,1747301388,1747301388,A345,251
5073,5074,MH-60177696,A306,Airbus A300-600,Airbus,66,1747301388,1747301388,A306,176
5074,5075,JN-11895281,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,367,1747301388,1747301388,AT45,87
5075,5076,PW-70233045,A319,Airbus A319,Airbus,34,1747301388,1747301388,A319,302
5076,5077,UY-04501971,AN24,Antonov An-24,Antonov,382,1747301388,1747301388,AN24,215
5077,5078,WL-82419743,A140,Antonov An-140,Antonov,309,1747301388,1747301388,A140,117
5078,5079,QN-38560957,A140,Antonov An-140,Antonov,119,1747301388,1747301388,A140,117
5079,5080,DR-83592750,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,22,1747301388,1747301388,AT43,184
5080,5081,PG-11347964,A21N,Airbus A321neo,Airbus,169,1747301388,1747301388,A21N,234
5081,5082,VO-14050744,AN12,Antonov An-12,Antonov,286,1747301388,1747301388,AN12,207
5082,5083,YB-18248775,A337,"Airbus A330-700 ""BelugaXL""",Airbus,111,1747301388,1747301388,A337,277
5083,5084,JP-54313982,A338,Airbus A330-800,Airbus,466,1747301388,1747301388,A338,178
5084,5085,YK-86016260,B38M,Boeing 737 MAX 8,Boeing,415,1747301388,1747301388,B38M,242
5085,5086,YJ-90857870,A346,Airbus A340-600,Airbus,594,1747301388,1747301388,A346,354
5086,5087,QV-82920463,A321,Airbus A321,Airbus,172,1747301388,1747301388,A321,297
5087,5088,EF-95809358,A124,Antonov An-124 Ruslan,Antonov,163,1747301388,1747301388,A124,140
5088,5089,ET-91840613,AN28,Antonov An-28,Antonov,83,1747301388,1747301388,AN28,92
5089,5090,MC-00330276,A306,Airbus A300-600,Airbus,77,1747301388,1747301388,A306,176
5090,5091,QR-81796987,AN12,Antonov An-12,Antonov,114,1747301388,1747301388,AN12,207
5091,5092,VF-26859242,A20N,Airbus A320neo,Airbus,226,1747301388,1747301388,A20N,299
5092,5093,MG-66369934,A345,Airbus A340-500,Airbus,116,1747301388,1747301388,A345,251
5093,5094,SU-87059667,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,175,1747301388,1747301388,AT75,200
5094,5095,RF-03584754,A310,Airbus A310-200,Airbus,82,1747301388,1747301388,A310,272
5095,5096,SE-32464724,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,43,1747301388,1747301388,A3ST,234
5096,5097,WR-13466944,B190,Beechcraft 1900,Beechcraft,254,1747301388,1747301388,B190,34
5097,5098,XR-01659806,A342,Airbus A340-200,Airbus,123,1747301388,1747301388,A342,313
5098,5099,WO-35821607,A310,Airbus A310-200,Airbus,526,1747301388,1747301388,A310,272
5099,5100,TA-62306499,A359,Airbus A350-900,Airbus,293,1747301388,1747301388,A359,351
5100,5101,KU-78550227,B39M,Boeing 737 MAX 9,Boeing,449,1747301388,1747301388,B39M,169
5101,5102,WW-66486474,AN26,Antonov An-26,Antonov,75,1747301388,1747301388,AN26,100
5102,5103,OG-81650910,AN12,Antonov An-12,Antonov,35,1747301388,1747301388,AN12,207
5103,5104,LX-13611705,A20N,Airbus A320neo,Airbus,320,1747301388,1747301388,A20N,299
5104,5105,ZE-42291728,A337,"Airbus A330-700 ""BelugaXL""",Airbus,52,1747301388,1747301388,A337,277
5105,5106,VW-24732896,A321,Airbus A321,Airbus,252,1747301388,1747301388,A321,297
5106,5107,SE-36602758,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,274,1747301388,1747301388,AC90,194
5107,5108,PV-47760309,A359,Airbus A350-900,Airbus,304,1747301388,1747301388,A359,351
5108,5109,YD-38231526,A19N,Airbus A319neo,Airbus,115,1747301388,1747301388,A19N,172
5109,5110,UD-52736443,A21N,Airbus A321neo,Airbus,214,1747301388,1747301388,A21N,234
5110,5111,HV-93675733,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,599,1747301388,1747301388,AT72,20
5111,5112,YM-55570742,A388,Airbus A380-800,Airbus,224,1747301388,1747301388,A388,395
5112,5113,TM-92881228,B39M,Boeing 737 MAX 9,Boeing,137,1747301388,1747301388,B39M,169
5113,5114,OT-56995819,A320,Airbus A320,Airbus,412,1747301388,1747301388,A320,347
5114,5115,TK-99792856,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,55,1747301388,1747301388,AT72,20
5115,5116,DJ-04446307,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,236,1747301388,1747301388,AT43,184
5116,5117,ND-57654761,A225,Antonov An-225 Mriya,Antonov,509,1747301388,1747301388,A225,102
5117,5118,KV-43677271,A319,Airbus A319,Airbus,660,1747301388,1747301388,A319,302
