RegistrationNumber,ReferenceCapacity,MWOT,RegisteredDate,ARCExpiredDate,RegistrationStatus
EH-65121755,389,329,2007-05-30,2008-07-06,Aircraft owned by unauthorized entity
EV-33091299,226,164,2006-06-11,2007-06-14,Active
BB-01193088,217,334,2003-04-16,2004-05-13,Active
KR-91112661,483,281,2017-01-03,2017-11-22,Active
UT-74879184,348,234,2008-02-15,2009-03-18,Active
KD-86977402,113,294,2005-07-22,2006-08-14,Active
ML-52476031,149,153,2015-11-26,2017-01-14,Active
JK-22698907,246,316,2011-10-28,2012-12-11,Active
JY-76935335,441,157,2020-10-27,2021-10-15,Active
WV-29466157,111,246,2010-12-05,2011-11-12,Active
XD-54187182,499,112,2011-02-25,2012-04-11,Active
DJ-71485497,178,280,1998-05-07,1999-06-10,Active
CB-19980663,230,333,2014-05-09,2015-05-30,Active
JT-77608765,224,125,2023-12-29,2025-02-13,Active
FD-82337898,161,190,2019-07-24,2020-07-21,Active
VG-86977053,391,196,2010-09-23,2011-09-14,Active
ND-64890135,306,120,2018-04-09,2019-04-25,Active
HC-53541400,159,150,2009-10-28,2010-09-10,Active
HD-78350917,408,394,2020-10-06,2021-10-01,Active
AV-89401692,300,253,2020-01-24,2021-03-18,Active
GM-95239488,255,215,1995-06-13,1996-05-19,Active
WX-28650769,491,369,2018-12-27,2019-11-19,Active
SR-26088203,499,395,2008-05-09,2009-05-18,Active
DV-31841515,403,146,1997-07-19,1998-07-01,Active
BB-85828675,310,340,2007-08-21,2008-08-10,Active
IP-01572636,383,392,1995-07-15,1996-09-01,Active
CI-65336231,152,170,2021-05-26,2022-04-06,Active
KH-26975100,265,211,2019-01-01,2019-11-26,Active
TH-88029871,221,256,2006-04-18,2007-03-19,Active
QH-37085730,494,147,2022-01-12,2023-01-31,Active
KI-27158122,233,326,2018-07-06,2019-07-28,Active
KX-33460364,398,130,2003-02-22,2004-02-01,Active
WI-80417722,308,377,2024-03-27,2025-03-16,Active
VL-03999940,442,395,2003-07-01,2004-07-10,Active
VV-00584398,372,230,2010-01-19,2011-01-08,Active
BK-80628647,391,393,2000-06-02,2001-04-25,Active
AE-61870744,245,301,2003-07-14,2004-07-08,Active
YS-31333598,500,222,2011-08-02,2012-08-10,Active
KD-26616937,360,180,1997-08-06,1998-09-18,Active
KP-26501180,431,305,2002-07-17,2003-08-22,Active
PY-32273954,351,359,2024-05-24,2025-05-17,Active
WM-10624099,111,157,2009-12-23,2010-12-24,Active
CP-83661092,360,302,2013-12-10,2014-12-29,Active
ZO-91947267,480,303,1997-08-05,1998-07-13,Active
UZ-97160304,228,226,2021-01-21,2022-03-13,Active
YU-56372281,130,264,2008-04-20,2009-03-14,Active
UV-02644281,264,193,2009-12-22,2011-02-07,Active
TR-07791635,287,294,2002-11-22,2003-12-11,Active
TC-89051021,466,266,2023-10-22,2024-11-24,Active
NS-57896243,162,144,2001-11-29,2002-12-12,Active
TZ-53582589,435,366,1997-07-15,1998-08-07,Active
VG-91767489,212,365,2020-10-10,2021-09-20,Active
CM-04479318,140,287,2016-12-08,2018-01-11,Active
FT-16950255,249,145,2009-12-07,2010-12-15,Active
FV-23353865,429,370,2014-09-10,2015-08-11,Active
AE-44149343,320,285,2010-07-09,2011-07-25,Active
JV-73271234,353,155,2020-02-01,2021-02-22,Active
JV-00336464,446,154,2013-03-21,2014-03-15,Active
EK-95684888,181,190,2006-07-07,2007-05-08,Active
MB-05089699,276,369,2021-01-10,2021-12-17,Missing maintenance logs
AA-42330912,111,292,1998-01-06,1999-01-21,Active
WT-95476589,491,181,1995-10-13,1996-12-11,Active
BJ-44513899,355,244,2018-09-17,2019-08-06,Active
OR-73963715,413,369,2018-06-20,2019-05-01,Active
WC-78641561,267,147,1999-09-24,2000-09-07,Active
BL-64171739,478,235,2007-01-19,2007-12-14,Active
UL-77848866,118,135,2002-12-02,2004-01-19,Active
XH-53224097,393,249,2019-04-25,2020-04-20,Active
LW-28616421,233,213,2000-02-14,2001-01-15,Active
VQ-88525477,154,287,2024-04-13,2025-03-01,Active
PJ-22969156,233,169,2005-06-09,2006-06-15,Active
UV-50185434,201,186,2017-05-28,2018-05-02,Use for illegal activities (e.g. smuggling)
ZD-53545607,202,396,2001-03-23,2002-02-22,Active
RG-67687528,118,141,2019-12-08,2020-11-07,Active
JM-32105793,342,244,2009-10-11,2010-09-27,Active
FI-80045913,367,243,2012-07-01,2013-05-13,Active
ZO-54830046,448,333,2000-10-25,2001-09-05,Active
IO-51915423,289,131,2006-02-27,2007-01-16,Active
CA-81409034,448,379,1997-10-05,1998-09-06,Active
TA-33141472,302,150,2000-11-12,2001-09-27,Active
LG-03974298,237,272,2014-10-17,2015-10-28,Active
KF-09769884,487,228,2025-02-03,2025-12-30,Active
EY-40886615,456,121,1995-11-24,1996-11-24,Engine or sensors not working
BH-98603459,241,216,2017-07-26,2018-06-03,Active
UU-16493876,231,145,2010-11-01,2011-12-26,Active
GC-90724600,368,173,2024-11-03,2025-11-09,Engine or sensors not working
LU-79327102,407,254,1998-10-29,1999-10-30,Active
ZS-60553131,227,400,2006-03-28,2007-03-15,Active
YY-82455691,176,228,2006-01-17,2007-02-16,Active
WK-44421588,308,241,2023-11-11,2024-10-14,Active
HR-62692781,273,129,2017-12-20,2018-12-31,Active
ON-50426613,488,221,1996-01-31,1996-12-26,Active
YF-10747517,467,348,2015-08-28,2016-07-03,Active
FS-90638345,418,231,2013-08-30,2014-07-14,Active
EN-14494658,406,334,2025-04-08,2026-03-13,Active
VX-11004445,329,276,2021-08-24,2022-08-17,Active
FL-08257446,425,394,2018-09-10,2019-09-05,Active
QL-35445691,357,279,2015-10-28,2016-11-06,Active
RG-21021506,438,310,2020-06-27,2021-07-06,Active
CQ-16461104,192,133,2010-03-30,2011-04-01,Active
DT-31486824,248,202,2003-12-13,2004-12-03,Active
JW-10118392,413,124,2002-03-23,2003-03-20,Active
FJ-31915334,408,227,2019-12-15,2020-12-09,Active
FK-04411025,184,303,2007-07-22,2008-06-21,Active
EO-82532468,488,380,2003-06-07,2004-05-06,Active
BZ-31288839,194,215,2000-09-30,2001-11-18,Active
TJ-96273687,481,248,1995-09-01,1996-07-19,Active
WN-58989917,305,150,2022-02-06,2023-03-01,Active
EB-42315036,406,149,2021-04-30,2022-04-15,Active
VD-41429483,300,390,2023-07-30,2024-08-10,Active
JE-64601066,112,236,2008-09-06,2009-07-09,Active
VP-02129896,149,143,2024-01-18,2025-01-18,Active
LV-70056286,188,221,2019-08-31,2020-10-14,Active
OP-79021342,371,179,1997-01-19,1998-02-25,Active
YZ-93162820,429,156,2017-04-06,2018-03-30,Active
YD-42301971,271,201,2021-06-08,2022-07-07,Active
VQ-05248513,349,237,2017-04-12,2018-04-09,Active
EY-69151782,410,158,2004-03-27,2005-04-21,Active
NE-46468245,238,131,2008-08-20,2009-09-05,Active
CV-99462718,248,346,2024-10-11,2025-11-09,Active
MQ-98086419,329,167,2002-07-19,2003-08-19,Active
IW-76798508,450,292,2004-04-29,2005-05-24,Active
CL-91155310,312,364,2022-04-27,2023-05-07,Active
BF-33133235,236,263,2023-02-21,2024-03-31,Active
RY-33452491,164,268,2014-08-22,2015-06-24,Active
AK-20765810,249,235,1999-08-02,2000-09-16,Active
JZ-12305004,424,284,2013-04-28,2014-03-24,Active
UG-12847850,393,220,2007-06-11,2008-07-11,Active
NX-48758735,144,311,2023-03-05,2024-04-12,Active
CW-97215627,203,239,2012-09-03,2013-08-31,Active
HI-17196066,296,361,2004-04-23,2005-03-31,Active
SV-78714517,353,191,2018-08-29,2019-10-27,Active
EY-01524739,477,292,2017-08-14,2018-10-11,Active
BO-40814452,135,240,2013-07-13,2014-07-11,Active
AH-05265355,478,342,2007-05-22,2008-07-07,Active
VG-61673567,147,382,1997-11-12,1998-10-24,Active
VR-30613309,129,388,2009-07-05,2010-07-04,Navigation or communication equipment failure
HD-45106918,257,368,2006-08-07,2007-09-07,Active
CY-61847373,428,399,2015-12-13,2016-10-13,Active
OG-86908384,170,316,2018-01-13,2019-03-14,Active
XE-57342685,334,138,2016-09-23,2017-08-29,Active
WE-42993352,431,352,2013-04-17,2014-04-09,Active
QC-08518960,164,171,2020-02-19,2021-02-11,Active
CF-59549687,329,156,2012-10-29,2013-10-31,Active
NC-29190187,398,187,2000-12-18,2001-11-04,Active
FA-68998872,485,206,2019-11-29,2020-11-19,Active
JX-67745804,126,310,2009-06-09,2010-07-23,Active
HI-39385463,340,170,2010-04-25,2011-05-14,Active
RZ-62461075,424,176,2004-12-11,2005-12-11,Active
SK-57611636,104,169,2002-03-06,2003-01-14,Active
HC-49184922,182,106,2015-12-16,2017-02-03,Active
TY-57191101,481,384,1995-12-28,1997-01-06,Active
DP-16408140,411,148,2016-09-26,2017-09-08,Active
OS-93025266,162,323,2005-01-26,2005-12-18,Active
ZP-73343435,417,286,2000-12-18,2001-11-24,Active
LN-77189357,484,169,2010-06-27,2011-06-25,Active
QX-02865148,231,388,2001-03-07,2002-01-22,Active
WE-04961184,136,271,2011-09-01,2012-07-11,Active
ZZ-29949951,455,288,2003-08-31,2004-09-11,Active
AK-14093018,420,237,2007-08-12,2008-10-03,Active
IS-07259604,160,321,2005-05-07,2006-06-18,Active
VO-05052694,363,310,2024-02-21,2025-01-10,Active
OT-69642339,162,186,2010-09-07,2011-09-07,Active
FX-93939332,140,221,2023-05-18,2024-06-28,Active
EP-24290085,499,192,2011-10-29,2012-11-16,Active
EB-11913599,125,214,2017-07-17,2018-06-29,Active
ZF-29217142,376,256,2004-09-05,2005-09-16,Active
QX-60166558,157,383,2020-06-21,2021-06-13,Active
XY-57843137,145,234,2018-05-28,2019-07-16,Active
OQ-37602363,280,116,1998-01-04,1998-12-28,Active
MU-54574312,464,130,2008-01-06,2009-02-02,Engine or sensors not working
NQ-11447987,465,362,2017-01-28,2017-12-01,Active
QH-20554399,173,250,1999-11-08,2000-12-30,Active
OP-84027159,263,260,1998-09-26,1999-10-30,Active
MT-29194393,179,258,2004-12-22,2005-11-28,Active
OC-42237380,118,314,2016-11-06,2017-12-23,Active
LZ-35087084,241,216,2014-01-13,2015-02-15,Active
MI-78994771,152,162,2020-03-29,2021-02-27,Active
OL-46560508,330,223,1997-01-30,1998-02-13,Active
PM-45799267,427,226,2022-09-09,2023-09-06,Active
LB-64558618,133,195,2004-09-18,2005-08-25,Violation of weight or fuel regulations
DD-80260272,462,323,1999-10-20,2000-08-22,Active
YA-00632022,381,251,2023-02-08,2023-12-27,Active
PJ-32628073,311,304,2004-03-20,2005-04-14,Active
HQ-54292042,362,360,2017-01-22,2017-12-21,Active
NV-62359917,423,334,2000-08-29,2001-09-24,Active
BD-94785582,372,108,2023-06-18,2024-06-23,Active
MO-04506401,220,397,2005-10-30,2006-10-27,Active
MF-67737954,261,371,2023-07-03,2024-05-04,Active
US-46760954,493,212,2020-01-16,2021-01-14,Active
YP-35231281,483,380,1999-07-03,2000-08-25,Active
AZ-44477403,318,129,2018-11-30,2020-01-06,Active
AT-17763041,281,152,2011-03-17,2012-03-02,Aircraft owned by unauthorized entity
ET-44309004,499,195,2006-07-12,2007-07-25,Active
YV-24889410,178,154,2011-11-18,2012-12-22,Active
ZN-99353539,108,210,2002-11-04,2003-12-29,Active
TH-89325999,243,269,2002-04-20,2003-04-25,Active
TV-50793483,198,313,2002-06-02,2003-07-27,Active
IV-29092677,455,111,2002-11-15,2003-11-04,Active
TO-73797342,297,115,1998-01-24,1999-03-13,Active
YA-70492856,266,135,2021-12-13,2022-11-25,Active
CG-46384988,408,365,2016-03-21,2017-03-04,Active
ZQ-13636182,382,315,2015-07-13,2016-06-10,Active
IL-25027844,435,218,2006-03-14,2007-04-10,Active
LE-31530394,309,313,2023-03-04,2024-01-26,Active
CF-89453590,306,357,2018-07-17,2019-09-01,Active
LM-71426904,184,316,2005-12-07,2007-01-24,Active
TQ-12633707,164,264,2022-02-24,2023-02-22,Active
IU-96255829,159,251,2022-06-23,2023-06-29,Active
MD-80926699,390,158,1997-03-04,1998-02-11,Active
NX-94602554,152,344,2018-06-09,2019-06-04,Active
LV-32766515,457,347,1998-06-16,1999-05-22,Active
MN-41348414,112,251,2011-10-24,2012-09-02,Active
MC-65977551,366,166,1997-03-10,1998-01-26,Active
FL-57481799,175,332,2005-01-25,2006-03-15,Active
TY-00896022,267,165,2024-08-27,2025-07-13,Active
ZC-04600804,252,388,2008-12-29,2009-11-25,Active
TR-54311574,193,390,1999-07-02,2000-06-12,Active
BE-32176531,417,312,2012-07-09,2013-06-01,Active
LI-16010250,254,244,1998-02-04,1999-01-24,Active
RV-61489298,108,140,2009-10-31,2010-10-25,Active
MW-71760658,247,375,2006-01-27,2006-12-30,Active
LR-48692990,398,385,2021-06-01,2022-04-11,Active
IJ-06490218,457,140,1996-05-14,1997-07-02,Active
AB-67198646,179,162,1997-09-22,1998-08-12,Active
MK-20347171,322,169,2016-01-14,2016-12-05,Active
DS-16292302,414,330,2024-03-10,2025-05-04,Active
KD-82824820,365,360,1996-03-01,1997-04-29,Active
VA-76798073,475,152,2008-04-07,2009-06-04,Active
GL-60481289,208,396,2023-08-15,2024-07-28,Worn-out tires or brakes
DT-89205162,473,317,1995-09-27,1996-11-06,Active
HR-48767632,136,207,2020-08-17,2021-09-06,Active
XK-94217501,181,306,2015-09-12,2016-09-13,Active
PB-34797477,348,226,2012-08-19,2013-08-28,Active
LR-65200333,238,307,2005-02-09,2006-02-03,Active
JR-94437004,400,163,2022-07-08,2023-07-21,Active
SZ-51459035,367,215,2008-08-10,2009-08-09,Active
HW-72519864,184,224,1996-06-29,1997-05-29,Active
LJ-35847251,178,287,2018-06-05,2019-04-24,Improperly repaired after an incident
KA-95767836,134,167,2012-07-16,2013-07-02,Active
DK-97737403,343,235,2012-06-18,2013-05-13,Active
QS-29528522,473,399,2015-12-16,2017-01-08,Active
FA-22282229,116,199,2001-04-23,2002-04-17,Active
FR-19428009,115,139,2007-01-30,2007-12-23,Active
RG-58022126,476,229,1999-10-06,2000-10-29,Active
VN-56361168,112,376,2005-06-14,2006-07-22,Operation in restricted airspace
QP-85891697,430,317,2012-02-27,2013-02-12,Active
NG-79239762,234,307,2015-05-31,2016-06-16,Installation of non-compliant equipment
QC-23011770,342,100,2024-10-28,2025-11-24,Active
IJ-73277489,214,147,2008-01-22,2009-02-02,Active
TR-63947702,347,347,2005-12-28,2007-01-19,Active
LI-07957364,415,243,2006-04-16,2007-03-11,Active
DU-48337426,453,346,2008-03-23,2009-05-15,Active
VZ-46707464,387,160,2018-11-21,2019-12-04,Active
KW-46147635,451,123,2004-04-27,2005-06-09,Active
BC-25526254,447,330,2024-10-09,2025-09-12,Active
TG-56699219,362,168,2000-02-18,2001-01-15,Active
DT-44461345,437,374,2016-11-14,2017-11-15,Active
FY-14475022,215,228,2020-05-02,2021-06-28,Active
YP-47870435,279,118,2022-01-10,2023-01-16,Active
GL-27588489,132,384,2021-05-19,2022-07-03,Active
EK-58852387,112,340,1996-07-05,1997-07-06,Active
AO-26280667,375,187,2017-02-05,2018-01-10,Active
IE-10312157,425,156,2001-04-23,2002-05-25,Active
AA-70168023,485,218,2005-08-24,2006-10-16,Active
MA-11367767,311,273,2004-12-01,2005-12-16,Flight control systems malfunction
HT-03845785,186,236,1999-05-05,2000-05-27,Active
JL-19654952,441,155,2004-06-09,2005-05-30,Active
KI-12554216,428,252,2008-10-13,2009-10-11,Active
QW-53187760,264,166,2014-09-09,2015-08-21,Active
IV-84491291,169,377,2008-09-09,2009-08-12,Active
RV-13713299,107,381,2020-03-18,2021-04-05,Active
UQ-46450037,117,225,1999-08-24,2000-07-28,Active
BB-09370095,208,321,2014-11-26,2016-01-16,Active
CI-92100087,132,104,2015-11-15,2017-01-07,Active
AR-35492123,305,249,2010-01-03,2011-03-01,Active
HH-65358576,427,269,2015-07-10,2016-07-14,Active
HN-23406541,227,397,2020-12-09,2021-12-15,Active
ED-39733597,249,321,2012-04-13,2013-04-03,Active
IW-55483575,477,169,1995-10-31,1996-12-27,Active
XD-79993307,380,170,2015-04-06,2016-04-02,Active
RZ-85522323,247,345,2024-03-14,2025-05-12,Active
XG-77077155,479,388,2019-11-27,2020-11-11,Active
BP-51994854,157,198,2009-05-17,2010-04-11,Active
ZW-74592213,450,288,2014-11-17,2015-11-18,Active
PZ-22478403,186,256,2010-09-21,2011-10-31,Active
UT-81352018,126,393,2013-07-28,2014-07-26,Active
DN-54495383,285,323,2007-05-11,2008-05-05,Active
KN-93624229,274,209,2022-10-12,2023-09-26,Active
UB-00109229,239,380,2013-01-09,2014-02-18,Active
JN-45987445,311,337,2022-08-18,2023-09-02,Active
DN-01950083,311,141,2009-07-15,2010-06-05,Active
YY-68676488,459,341,2022-08-28,2023-10-04,Active
JY-83666855,352,397,2017-08-21,2018-09-29,Active
US-10156754,319,378,2017-06-25,2018-06-12,Active
MR-25361274,420,124,2001-04-29,2002-02-28,Active
GQ-81153725,348,369,2003-05-24,2004-04-08,Active
RQ-61849084,221,382,2022-11-12,2023-10-02,Active
UZ-08341952,457,124,2014-05-11,2015-04-21,Active
SH-70339786,379,115,2003-01-14,2003-11-16,Active
YJ-78167098,411,290,2003-03-28,2004-05-07,Active
VM-37324448,360,305,2002-10-20,2003-11-06,Active
QK-63370627,112,287,2015-12-30,2017-02-02,Operation in restricted airspace
LH-17716381,468,190,2020-05-30,2021-05-29,Active
KY-59924146,331,349,2013-06-17,2014-07-11,Active
TK-96354818,124,302,2020-02-28,2021-03-20,Active
LU-74319217,118,394,1996-11-06,1997-11-03,Improperly repaired after an incident
DJ-32187397,220,255,2013-03-13,2014-03-15,Active
IM-69893241,268,132,2013-04-08,2014-02-17,Active
YK-69912579,264,187,2006-01-12,2007-03-12,Active
VT-87022975,497,375,1997-02-10,1998-02-10,Active
JB-47957194,199,223,2022-01-15,2022-11-20,Active
RY-76046545,133,104,2004-07-17,2005-08-20,Active
ZZ-16534908,107,301,1999-11-08,2000-11-25,Active
ZF-23134510,365,212,2000-02-21,2001-04-15,Corrosion on airframe or wings
OU-86429694,249,341,1996-10-20,1997-12-06,Active
FN-29100399,136,345,2022-09-29,2023-10-28,Active
TJ-45510278,411,375,1999-04-12,2000-02-21,Active
FZ-09547115,274,198,2014-06-24,2015-07-28,Active
XM-62419480,312,383,1996-12-02,1998-01-21,Active
VR-45262805,463,140,2008-01-05,2008-12-06,Active
UB-30662080,159,115,2012-09-09,2013-10-22,Active
IT-08499381,370,103,2010-06-20,2011-07-27,Active
DU-80847955,317,358,2023-12-04,2024-12-26,Active
AK-56664430,367,372,2024-06-06,2025-04-23,Active
LT-43350651,424,400,1995-12-13,1996-11-30,Active
LR-74507005,206,348,2001-02-18,2002-02-03,Active
YY-48895290,411,121,2021-08-27,2022-06-29,Active
BX-22252092,284,392,2011-01-14,2012-03-09,Unauthorized structural modifications
QI-29850339,415,344,1995-11-27,1996-12-12,Active
UB-79653327,321,269,2021-10-21,2022-10-05,Active
YY-88798944,151,348,2012-06-29,2013-08-09,Missing maintenance logs
EC-15708309,100,173,2008-12-14,2009-11-02,Active
OU-60688740,210,249,2001-09-11,2002-11-06,Active
UI-56391169,484,248,2010-10-27,2011-10-31,Active
CJ-31378792,377,294,2004-06-11,2005-05-04,Active
AR-14832432,244,208,2016-12-22,2017-12-31,Active
IC-74613589,331,230,2020-06-03,2021-07-14,Active
YU-71757489,167,263,2001-03-19,2002-04-13,Active
UV-54944537,261,187,2006-06-04,2007-06-14,Active
ZJ-64360350,345,365,2017-08-08,2018-06-24,Active
DO-57138647,159,210,2006-07-18,2007-08-28,Active
TN-35439022,494,318,2013-04-03,2014-05-17,Active
EG-25646496,375,318,2021-11-06,2023-01-03,Active
RB-40391058,457,379,1996-05-18,1997-04-08,Active
SY-02417245,293,322,1999-09-29,2000-11-17,Active
FC-11634726,276,155,2007-04-11,2008-02-11,Active
BZ-14953912,393,247,2021-04-29,2022-04-10,Aircraft owned by unauthorized entity
EB-70112718,444,137,2017-11-03,2018-12-02,Active
ZI-04846128,401,397,2010-11-05,2011-11-29,Active
QY-28986185,445,106,2023-02-16,2024-01-27,Active
OR-90000198,402,167,2022-05-20,2023-05-31,Active
LR-72703330,311,208,2018-05-18,2019-04-10,Active
IA-35061267,436,156,1997-03-29,1998-02-11,Active
AP-75215824,232,278,2016-01-05,2016-11-22,Active
AL-71002378,360,282,2024-08-20,2025-07-17,Active
BN-49236801,113,292,2021-12-04,2022-10-20,Active
JK-66366807,315,310,2007-11-02,2008-10-30,Maintenance not done as scheduled
QY-30366301,408,235,2005-12-31,2006-12-29,Active
IA-86702079,185,312,2021-08-19,2022-06-29,Active
PA-01066194,309,351,1996-08-23,1997-09-04,Active
OA-56201753,169,367,2012-01-06,2012-11-24,Active
RS-66896044,355,134,2012-08-04,2013-07-12,Active
RB-27313151,293,358,2024-08-29,2025-07-24,Active
EA-35539713,262,379,2022-11-17,2023-11-13,Active
EE-29289637,448,147,2009-11-19,2010-09-20,Active
QA-04212388,264,208,2004-04-09,2005-02-17,Active
TE-81804491,173,240,2022-04-10,2023-04-06,Active
KZ-41627184,168,197,2007-01-08,2008-02-24,Active
EZ-22977621,217,304,2025-04-17,2026-04-26,Active
UZ-36911596,402,253,2023-03-28,2024-05-03,Active
QB-96984657,314,109,2004-06-24,2005-08-22,Engine or sensors not working
MJ-19515670,435,353,2007-07-24,2008-07-29,Active
TU-82590940,234,371,2013-10-31,2014-09-23,Active
RP-37873969,400,118,2020-03-20,2021-04-09,Active
BL-88348609,401,107,1998-11-10,1999-11-05,Active
OJ-76765451,164,227,2001-02-10,2002-04-09,Active
QW-08838604,320,131,2019-10-30,2020-09-30,Active
XC-12232057,486,141,2022-03-05,2023-01-07,Active
UZ-72308159,243,326,2002-12-31,2003-12-09,Active
NE-99773372,299,162,2015-02-19,2016-03-25,Active
IH-62675063,418,365,2009-05-23,2010-06-25,Active
TA-99769988,270,229,2002-07-14,2003-06-06,Active
HR-41345058,408,360,2009-11-17,2010-09-23,Active
MV-83372093,254,203,2022-05-23,2023-04-23,Active
ZI-16655141,421,109,2012-12-21,2013-11-23,Active
VI-59699617,125,304,2003-02-20,2004-02-01,Active
GQ-44302482,349,159,2003-05-19,2004-06-14,Active
GH-25874128,215,273,1996-10-23,1997-12-04,Active
OS-97618980,347,388,2006-09-27,2007-10-02,Expired airworthiness certificate
ZL-53432301,307,338,2022-08-19,2023-09-01,Active
SF-00330196,229,189,1998-05-04,1999-05-25,Use for illegal activities (e.g. smuggling)
PH-76437263,298,122,1998-09-29,1999-10-08,Active
HJ-08274439,447,327,1998-11-08,1999-10-20,Active
MW-19565653,332,254,2023-11-23,2024-11-23,Active
EG-05516107,176,101,1999-03-30,2000-05-14,Active
BZ-04902275,133,367,2011-07-24,2012-07-17,Active
GN-91051657,498,169,2009-11-29,2010-10-25,Active
BV-70991304,349,254,2024-10-26,2025-12-18,Active
II-64960141,387,383,2012-02-05,2013-02-03,Active
JO-19260187,232,391,2005-07-22,2006-05-29,Active
LE-86892327,234,337,1996-12-13,1997-10-23,Active
OH-81520301,474,330,2000-12-29,2002-01-25,Active
EB-28255379,283,235,2018-12-19,2020-01-26,Active
UY-74161251,374,205,2018-07-17,2019-06-30,Active
YB-84309544,322,122,1995-07-31,1996-06-12,Active
JP-24392047,458,313,2022-04-20,2023-05-26,Active
BP-25064439,202,398,2001-08-31,2002-08-07,Active
CH-33179634,293,294,2025-03-27,2026-03-08,Active
LV-23064117,201,287,2007-12-20,2008-11-08,Active
MK-66604470,303,147,2012-01-12,2013-01-28,Active
TO-19619044,416,254,1998-10-20,1999-10-17,Active
YV-77740259,396,121,2002-09-28,2003-11-02,Active
PD-38161494,244,269,2018-11-25,2019-12-16,Active
VR-96589731,435,243,2011-06-02,2012-07-02,Active
YE-91106532,458,196,2008-12-30,2009-12-16,Active
ZJ-90305989,490,245,1996-05-25,1997-05-13,Active
NU-85599730,148,365,1995-10-15,1996-12-13,Active
XF-82674136,455,386,2011-02-02,2012-04-02,Flight control systems malfunction
JJ-48181904,486,318,2007-09-07,2008-08-20,Active
OJ-14732684,355,262,2008-01-11,2008-12-11,Active
DV-23983101,420,221,2017-07-31,2018-08-22,Navigation or communication equipment failure
DA-87580181,241,315,2020-08-07,2021-08-12,Active
IR-03197720,310,172,2003-12-19,2004-11-23,Active
GS-35906920,236,149,2018-01-17,2018-11-20,Active
CI-41726126,350,372,2008-01-23,2009-02-02,Active
BN-39911998,377,252,2012-09-30,2013-09-08,Active
XC-77867824,362,192,2013-06-23,2014-07-23,Active
CT-21903380,163,341,2012-02-23,2013-03-01,Active
BO-99160759,264,304,2021-10-08,2022-11-06,Active
LY-99805120,367,366,2006-08-04,2007-09-11,Active
NQ-88107536,332,247,2016-02-04,2017-03-17,Active
XG-79902288,309,360,2017-12-12,2019-01-17,Active
OY-90312992,307,279,2016-09-02,2017-08-17,Active
CW-62865171,450,213,2007-12-28,2008-12-09,Active
SI-10737646,206,376,2004-02-06,2005-01-05,Active
QM-33473047,219,240,2012-01-22,2012-11-23,Active
NH-30773344,114,313,2015-02-08,2016-01-11,Active
KV-63780585,393,380,2025-01-24,2026-01-21,Active
WI-18261890,332,353,2009-11-07,2010-10-25,Active
DX-93138536,480,270,2002-09-22,2003-11-16,Active
PW-46597262,491,275,2023-11-29,2024-12-21,Active
AX-51251316,148,123,2010-02-27,2011-04-09,Active
LA-06823879,311,209,2005-07-30,2006-09-05,Active
LO-14758187,486,254,2008-04-09,2009-02-16,Active
QY-89102814,170,143,2000-04-06,2001-05-10,Active
GI-66293258,283,275,2009-05-29,2010-05-30,Active
LT-39456209,115,145,2015-12-27,2016-12-17,Active
ZZ-29454041,170,290,2002-08-01,2003-07-01,Active
PN-29059001,257,302,2010-09-25,2011-09-05,Active
VH-68901967,127,102,2021-04-05,2022-04-23,Active
ZU-34585443,208,184,2022-05-08,2023-06-22,Active
MD-47509065,492,127,2013-12-23,2014-11-12,Active
RK-99825682,143,326,1999-10-23,2000-11-05,Active
ZI-27722591,310,360,2012-02-01,2013-01-04,Active
UJ-50770773,419,313,1998-11-29,1999-11-20,Active
LW-47832191,458,276,2015-12-24,2016-10-30,Active
JX-05858367,331,351,2022-05-20,2023-03-28,Active
MV-43472447,374,330,2010-12-09,2011-10-19,Active
AY-32472006,235,366,2020-05-13,2021-06-27,Active
WT-36270482,189,101,2015-05-08,2016-04-16,Active
DG-85110575,304,394,2024-10-25,2025-12-09,Active
AS-16309965,499,295,2017-08-31,2018-09-20,Active
AJ-24512058,234,272,2024-12-17,2025-12-16,Active
MV-41882581,458,352,2024-11-21,2026-01-10,Active
YS-54632751,480,378,2005-09-22,2006-10-18,Active
TR-97448233,353,365,2006-02-10,2007-02-09,Active
ZN-06189962,265,328,2022-04-04,2023-02-06,Active
GZ-67790409,165,257,2003-07-11,2004-06-09,Active
ZR-25877234,356,398,2023-04-01,2024-03-29,Active
HM-93635195,489,330,2013-03-13,2014-03-31,Active
AS-19791679,244,222,2002-05-24,2003-05-17,Active
VQ-81093625,414,177,2013-11-06,2014-11-21,Active
KL-39602925,151,298,2007-03-06,2008-02-19,Active
EQ-56089351,415,151,2000-12-01,2001-12-26,Active
BH-55836156,188,142,2017-06-13,2018-04-30,Active
AG-65665902,439,395,2021-08-19,2022-07-23,Active
PI-28785004,255,125,2021-06-03,2022-05-22,Active
KU-07256519,127,156,2005-10-27,2006-10-22,Active
KN-96600475,368,275,2010-08-22,2011-09-15,Active
MR-37360002,499,307,1998-07-14,1999-06-20,Active
WR-77141488,118,153,2004-02-07,2005-01-03,Active
CU-82528366,131,278,2004-07-22,2005-09-02,Active
SB-85201766,464,312,2016-08-17,2017-07-05,Active
FL-99471208,442,137,2011-03-29,2012-03-23,Active
CS-03595172,453,121,1995-10-02,1996-09-03,Active
