AircraftID,RegistrationNumber,ICAOTypeCode,Model,Manufacturer,FlightStatus,OwnerAirlineID,CreatedAt,UpdatedAt
3753,CR-59969561,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,33,1747301388,1747301388
3754,PG-70903360,AN28,Antonov An-28,Antonov,Maintenance,402,1747301388,1747301388
3755,IN-66285842,A342,Airbus A340-200,Airbus,Maintenance,132,1747301388,1747301388
3756,FB-61227066,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,356,1747301388,1747301388
3757,MR-42571891,AJ27,Comac ARJ21-700 / C909,Comac,Active,131,1747301388,1747301388
3758,VW-37766600,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,228,1747301388,1747301388
3759,CY-10943726,B39M,Boeing 737 MAX 9,Boeing,Maintenance,435,1747301388,1747301388
3760,QV-70750742,A124,Antonov An-124 Ruslan,Antonov,Active,501,1747301388,1747301388
3761,XN-59841834,A319,Airbus A319,Airbus,Maintenance,244,1747301388,1747301388
3762,WD-80715780,A342,Airbus A340-200,Airbus,Maintenance,422,1747301388,1747301388
3763,RP-91511761,AJ27,Comac ARJ21-700 / C909,Comac,Maintenance,405,1747301388,1747301388
3764,BC-85907359,AN72,Antonov An-72 / An-74,Antonov,Active,74,1747301388,1747301388
3765,GL-30959886,AN12,Antonov An-12,Antonov,Active,5,1747301388,1747301388
3766,AS-83453698,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,2,1747301388,1747301388
3767,RS-36989567,AN32,Antonov An-32,Antonov,Maintenance,536,1747301388,1747301388
3768,WE-58427646,AN24,Antonov An-24,Antonov,Active,497,1747301388,1747301388
3769,PS-88113947,AN32,Antonov An-32,Antonov,Active,377,1747301388,1747301388
3770,AA-00692930,AN24,Antonov An-24,Antonov,Maintenance,520,1747301388,1747301388
3771,AJ-78030533,A332,Airbus A330-200,Airbus,Active,193,1747301388,1747301388
3772,WN-75272486,AN28,Antonov An-28,Antonov,Active,373,1747301388,1747301388
3773,YP-48087079,A320,Airbus A320,Airbus,Maintenance,491,1747301388,1747301388
3774,TR-61225139,A148,Antonov An-148,Antonov,Active,585,1747301388,1747301388
3775,EX-01113116,B38M,Boeing 737 MAX 8,Boeing,Active,287,1747301388,1747301388
3776,FG-39187522,A310,Airbus A310-200,Airbus,Maintenance,41,1747301388,1747301388
3777,JT-07976951,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,144,1747301388,1747301388
3778,MG-95472533,A400,Airbus A400M Atlas,Airbus,Active,449,1747301388,1747301388
3779,LV-04865329,A35K,Airbus A350-1000,Airbus,Active,403,1747301388,1747301388
3780,CW-27328233,AN72,Antonov An-72 / An-74,Antonov,Maintenance,278,1747301388,1747301388
3781,IB-67756886,A306,Airbus A300-600,Airbus,Maintenance,349,1747301388,1747301388
3782,PD-09460363,A342,Airbus A340-200,Airbus,Maintenance,599,1747301388,1747301388
3783,KN-98993404,A748,Hawker Siddeley HS 748,Hawker,Active,425,1747301388,1747301388
3784,YZ-22434515,A158,Antonov An-158,Antonov,Maintenance,230,1747301388,1747301388
3785,II-69982979,A319,Airbus A319,Airbus,Active,658,1747301388,1747301388
3786,VL-43935867,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,238,1747301388,1747301388
3787,ME-61148349,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,94,1747301388,1747301388
3788,IP-93938614,A124,Antonov An-124 Ruslan,Antonov,Maintenance,266,1747301388,1747301388
3789,KJ-83782234,A346,Airbus A340-600,Airbus,Maintenance,186,1747301388,1747301388
3790,PQ-82013711,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,596,1747301388,1747301388
3791,WV-59375583,A343,Airbus A340-300,Airbus,Active,17,1747301388,1747301388
3792,HG-07790800,A148,Antonov An-148,Antonov,Active,218,1747301388,1747301388
3793,ZL-66158079,A332,Airbus A330-200,Airbus,Active,145,1747301388,1747301388
3794,MX-20506668,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,636,1747301388,1747301388
3795,UD-94946092,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Maintenance,44,1747301388,1747301388
3796,ZL-51259500,AN12,Antonov An-12,Antonov,Active,251,1747301388,1747301388
3797,WK-32201250,A158,Antonov An-158,Antonov,Maintenance,470,1747301388,1747301388
3798,TZ-89601843,ATP,British Aerospace ATP,British,Maintenance,203,1747301388,1747301388
3799,BO-92420509,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,175,1747301388,1747301388
3800,AN-97564272,A310,Airbus A310-200,Airbus,Maintenance,346,1747301388,1747301388
3801,AX-08985994,A225,Antonov An-225 Mriya,Antonov,Active,239,1747301388,1747301388
3802,VC-41429161,AN24,Antonov An-24,Antonov,Active,140,1747301388,1747301388
3803,JL-45408040,A20N,Airbus A320neo,Airbus,Active,406,1747301388,1747301388
3804,MO-86414225,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Maintenance,429,1747301388,1747301388
3805,PB-56182702,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Active,534,1747301388,1747301388
3806,LX-84117692,A343,Airbus A340-300,Airbus,Maintenance,27,1747301388,1747301388
3807,CE-31962736,AN24,Antonov An-24,Antonov,Maintenance,58,1747301388,1747301388
3808,TX-64217638,AN28,Antonov An-28,Antonov,Active,123,1747301388,1747301388
3809,QS-98874901,AN32,Antonov An-32,Antonov,Maintenance,669,1747301388,1747301388
3810,ZA-99552873,A345,Airbus A340-500,Airbus,Active,224,1747301388,1747301388
3811,KS-67429904,A140,Antonov An-140,Antonov,Maintenance,178,1747301388,1747301388
3812,HS-82493245,B39M,Boeing 737 MAX 9,Boeing,Maintenance,224,1747301388,1747301388
3813,GQ-60041767,A158,Antonov An-158,Antonov,Maintenance,351,1747301388,1747301388
3814,AB-01017835,A388,Airbus A380-800,Airbus,Maintenance,233,1747301388,1747301388
3815,QY-55389128,AN24,Antonov An-24,Antonov,Maintenance,530,1747301388,1747301388
3816,FZ-50869938,A321,Airbus A321,Airbus,Active,536,1747301388,1747301388
3817,BZ-95734860,A21N,Airbus A321neo,Airbus,Active,445,1747301388,1747301388
3818,IV-25972489,B37M,Boeing 737 MAX 7,Boeing,Maintenance,106,1747301388,1747301388
3819,KK-43803843,A320,Airbus A320,Airbus,Active,63,1747301388,1747301388
3820,XX-82685564,A319,Airbus A319,Airbus,Active,391,1747301388,1747301388
3821,JL-64647277,A225,Antonov An-225 Mriya,Antonov,Active,244,1747301388,1747301388
3822,UU-71320756,A321,Airbus A321,Airbus,Maintenance,98,1747301388,1747301388
3823,IR-52638688,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,284,1747301388,1747301388
3824,VV-42631478,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,282,1747301388,1747301388
3825,WN-79024523,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Maintenance,504,1747301388,1747301388
3826,CB-70334418,A321,Airbus A321,Airbus,Maintenance,138,1747301388,1747301388
3827,AF-47371901,AN28,Antonov An-28,Antonov,Active,21,1747301388,1747301388
3828,SE-14875566,ATP,British Aerospace ATP,British,Active,472,1747301388,1747301388
3829,SO-77340025,A346,Airbus A340-600,Airbus,Active,167,1747301388,1747301388
3830,DT-35683188,B37M,Boeing 737 MAX 7,Boeing,Active,464,1747301388,1747301388
3831,WB-49215532,B190,Beechcraft 1900,Beechcraft,Maintenance,473,1747301388,1747301388
3832,CZ-94258437,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,524,1747301388,1747301388
3833,YM-86369222,A338,Airbus A330-800,Airbus,Active,157,1747301388,1747301388
3834,KX-50341698,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,229,1747301388,1747301388
3835,EY-25111531,A346,Airbus A340-600,Airbus,Maintenance,72,1747301388,1747301388
3836,OQ-53987911,A388,Airbus A380-800,Airbus,Active,32,1747301388,1747301388
3837,UY-68030514,AN24,Antonov An-24,Antonov,Maintenance,142,1747301388,1747301388
3838,AE-75283773,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,399,1747301388,1747301388
3839,YM-71781147,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,410,1747301388,1747301388
3840,IS-08907386,A343,Airbus A340-300,Airbus,Active,484,1747301388,1747301388
3841,SW-74595784,AN28,Antonov An-28,Antonov,Active,273,1747301388,1747301388
3842,XM-80808105,A345,Airbus A340-500,Airbus,Maintenance,19,1747301388,1747301388
3843,GD-43193724,A332,Airbus A330-200,Airbus,Maintenance,173,1747301388,1747301388
3844,NL-36472712,A306,Airbus A300-600,Airbus,Active,493,1747301388,1747301388
3845,FH-12299633,B190,Beechcraft 1900,Beechcraft,Maintenance,134,1747301388,1747301388
3846,LN-58435115,A748,Hawker Siddeley HS 748,Hawker,Maintenance,95,1747301388,1747301388
3847,RN-52290131,A359,Airbus A350-900,Airbus,Maintenance,11,1747301388,1747301388
3848,IU-96937034,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,457,1747301388,1747301388
3849,TB-61645011,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,566,1747301388,1747301388
3850,HT-93857497,A359,Airbus A350-900,Airbus,Maintenance,466,1747301388,1747301388
3851,ZI-48182309,B38M,Boeing 737 MAX 8,Boeing,Maintenance,187,1747301388,1747301388
3852,MY-88405931,A342,Airbus A340-200,Airbus,Active,565,1747301388,1747301388
3853,KH-84902320,B37M,Boeing 737 MAX 7,Boeing,Maintenance,155,1747301388,1747301388
3854,RW-55591101,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,295,1747301388,1747301388
3855,YG-90586634,A148,Antonov An-148,Antonov,Maintenance,563,1747301388,1747301388
3856,VS-75524553,A388,Airbus A380-800,Airbus,Maintenance,414,1747301388,1747301388
3857,KI-56745858,A158,Antonov An-158,Antonov,Active,323,1747301388,1747301388
3858,NS-25483500,AN30,Antonov An-30,Antonov,Active,289,1747301388,1747301388
3859,HX-18613184,A306,Airbus A300-600,Airbus,Maintenance,371,1747301388,1747301388
3860,TG-04596509,A400,Airbus A400M Atlas,Airbus,Active,346,1747301388,1747301388
3861,SJ-85232126,A332,Airbus A330-200,Airbus,Active,304,1747301388,1747301388
3862,WD-34339748,A306,Airbus A300-600,Airbus,Active,12,1747301388,1747301388
3863,BM-15787439,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Active,374,1747301388,1747301388
3864,NA-42769820,A332,Airbus A330-200,Airbus,Maintenance,569,1747301388,1747301388
3865,XK-14727874,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,643,1747301388,1747301388
3866,WZ-70876908,A400,Airbus A400M Atlas,Airbus,Maintenance,243,1747301388,1747301388
3867,KX-75370505,AJ27,Comac ARJ21-700 / C909,Comac,Active,368,1747301388,1747301388
3868,XS-10928672,A21N,Airbus A321neo,Airbus,Maintenance,162,1747301388,1747301388
3869,DB-25058628,A35K,Airbus A350-1000,Airbus,Maintenance,572,1747301388,1747301388
3870,MB-71602736,B38M,Boeing 737 MAX 8,Boeing,Active,269,1747301388,1747301388
3871,AA-21041563,A19N,Airbus A319neo,Airbus,Active,162,1747301388,1747301388
3872,MI-30271431,A140,Antonov An-140,Antonov,Active,416,1747301388,1747301388
3873,NL-74351751,A148,Antonov An-148,Antonov,Maintenance,235,1747301388,1747301388
3874,AG-98063963,A320,Airbus A320,Airbus,Active,9,1747301388,1747301388
3875,IW-90599072,A332,Airbus A330-200,Airbus,Active,90,1747301388,1747301388
3876,LN-83006583,A400,Airbus A400M Atlas,Airbus,Active,48,1747301388,1747301388
3877,ZO-43844621,B3XM,Boeing 737 MAX 10,Boeing,Active,321,1747301388,1747301388
3878,FP-50985520,AN72,Antonov An-72 / An-74,Antonov,Maintenance,468,1747301388,1747301388
3879,DZ-20360459,AN24,Antonov An-24,Antonov,Maintenance,563,1747301388,1747301388
3880,UA-11611487,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Maintenance,109,1747301388,1747301388
3881,HM-41902893,A319,Airbus A319,Airbus,Active,162,1747301388,1747301388
3882,QK-03789711,A148,Antonov An-148,Antonov,Active,473,1747301388,1747301388
3883,UH-87045156,AJ27,Comac ARJ21-700 / C909,Comac,Maintenance,303,1747301388,1747301388
3884,MH-96185611,A333,Airbus A330-300,Airbus,Maintenance,229,1747301388,1747301388
3885,KJ-43785107,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,279,1747301388,1747301388
3886,YN-42168713,A388,Airbus A380-800,Airbus,Active,410,1747301388,1747301388
3887,YY-41330408,A332,Airbus A330-200,Airbus,Active,124,1747301388,1747301388
3888,XT-81476180,A318,Airbus A318,Airbus,Active,588,1747301388,1747301388
3889,NZ-82625789,AN72,Antonov An-72 / An-74,Antonov,Maintenance,549,1747301388,1747301388
3890,HZ-45388561,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,97,1747301388,1747301388
3891,JW-83786807,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,622,1747301388,1747301388
3892,VH-99121782,AN24,Antonov An-24,Antonov,Maintenance,507,1747301388,1747301388
3893,MD-67638861,A310,Airbus A310-200,Airbus,Active,85,1747301388,1747301388
3894,BT-76411973,A140,Antonov An-140,Antonov,Active,536,1747301388,1747301388
3895,RK-08893930,B39M,Boeing 737 MAX 9,Boeing,Maintenance,71,1747301388,1747301388
3896,RZ-53495057,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,155,1747301388,1747301388
3897,ZV-67302628,A318,Airbus A318,Airbus,Active,111,1747301388,1747301388
3898,RU-89156019,A158,Antonov An-158,Antonov,Active,58,1747301388,1747301388
3899,LD-52915093,A19N,Airbus A319neo,Airbus,Active,312,1747301388,1747301388
3900,TE-33079254,A148,Antonov An-148,Antonov,Maintenance,12,1747301388,1747301388
3901,BX-97919772,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,429,1747301388,1747301388
3902,SI-51155733,B190,Beechcraft 1900,Beechcraft,Active,320,1747301388,1747301388
3903,RL-45907132,B190,Beechcraft 1900,Beechcraft,Active,65,1747301388,1747301388
3904,AR-58358123,AN30,Antonov An-30,Antonov,Maintenance,281,1747301388,1747301388
3905,CW-15501052,A342,Airbus A340-200,Airbus,Active,565,1747301388,1747301388
3906,XL-83412981,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,250,1747301388,1747301388
3907,XW-44449967,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,355,1747301388,1747301388
3908,TQ-68608093,A20N,Airbus A320neo,Airbus,Maintenance,155,1747301388,1747301388
3909,AN-90032816,AN30,Antonov An-30,Antonov,Active,490,1747301388,1747301388
3910,CZ-36473102,AN12,Antonov An-12,Antonov,Maintenance,407,1747301388,1747301388
3911,RG-81720421,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,655,1747301388,1747301388
3912,AF-08702595,A319,Airbus A319,Airbus,Active,313,1747301388,1747301388
3913,IK-42261360,A158,Antonov An-158,Antonov,Active,501,1747301388,1747301388
3914,LD-38023328,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Active,227,1747301388,1747301388
3915,BN-82945012,A158,Antonov An-158,Antonov,Active,467,1747301388,1747301388
3916,JH-27179373,A333,Airbus A330-300,Airbus,Active,149,1747301388,1747301388
3917,XC-09794725,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,201,1747301388,1747301388
3918,NM-44658688,A748,Hawker Siddeley HS 748,Hawker,Active,368,1747301388,1747301388
3919,YY-80654604,AN30,Antonov An-30,Antonov,Maintenance,236,1747301388,1747301388
3920,ZZ-02337728,A35K,Airbus A350-1000,Airbus,Active,120,1747301388,1747301388
3921,WK-52772799,A124,Antonov An-124 Ruslan,Antonov,Maintenance,491,1747301388,1747301388
3922,YE-71379481,A148,Antonov An-148,Antonov,Maintenance,364,1747301388,1747301388
3923,JU-10327124,A400,Airbus A400M Atlas,Airbus,Maintenance,175,1747301388,1747301388
3924,ND-35859032,A320,Airbus A320,Airbus,Active,592,1747301388,1747301388
3925,YY-61274571,A343,Airbus A340-300,Airbus,Active,26,1747301388,1747301388
3926,QF-22359277,A343,Airbus A340-300,Airbus,Maintenance,608,1747301388,1747301388
3927,YP-55485018,A345,Airbus A340-500,Airbus,Maintenance,628,1747301388,1747301388
3928,SO-60553542,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Maintenance,626,1747301388,1747301388
3929,WR-49042906,A345,Airbus A340-500,Airbus,Active,303,1747301388,1747301388
3930,QT-39151207,A346,Airbus A340-600,Airbus,Maintenance,291,1747301388,1747301388
3931,VV-65236541,A318,Airbus A318,Airbus,Active,457,1747301388,1747301388
3932,XR-38105595,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,87,1747301388,1747301388
3933,JS-72939098,AN28,Antonov An-28,Antonov,Maintenance,212,1747301388,1747301388
3934,TV-28523999,A225,Antonov An-225 Mriya,Antonov,Maintenance,147,1747301388,1747301388
3935,ES-96280157,A3ST,"Airbus A300-600ST ""Super Transporter"" / ""Beluga""",Airbus,Maintenance,297,1747301388,1747301388
3936,HM-45382902,A306,Airbus A300-600,Airbus,Maintenance,318,1747301388,1747301388
3937,TM-72425748,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,270,1747301388,1747301388
3938,KR-87153252,A158,Antonov An-158,Antonov,Maintenance,91,1747301388,1747301388
3939,DN-15249892,B39M,Boeing 737 MAX 9,Boeing,Maintenance,264,1747301388,1747301388
3940,BN-80626913,A306,Airbus A300-600,Airbus,Active,149,1747301388,1747301388
3941,YX-90568503,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,100,1747301388,1747301388
3942,MX-85890681,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Active,660,1747301388,1747301388
3943,JC-33605505,B38M,Boeing 737 MAX 8,Boeing,Maintenance,475,1747301388,1747301388
3944,SP-12354473,A320,Airbus A320,Airbus,Active,174,1747301388,1747301388
3945,WN-21806527,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Maintenance,595,1747301388,1747301388
3946,HB-27276150,A148,Antonov An-148,Antonov,Maintenance,255,1747301388,1747301388
3947,RU-43509524,B37M,Boeing 737 MAX 7,Boeing,Active,431,1747301388,1747301388
3948,CB-34742036,A400,Airbus A400M Atlas,Airbus,Active,587,1747301388,1747301388
3949,YX-11877423,A333,Airbus A330-300,Airbus,Active,270,1747301388,1747301388
3950,PD-84735317,A319,Airbus A319,Airbus,Active,572,1747301388,1747301388
3951,QP-57370935,A20N,Airbus A320neo,Airbus,Maintenance,253,1747301388,1747301388
3952,SN-66568781,AT75,Aerospatiale/Alenia ATR 72-212A (500),Aerospatiale/Alenia,Active,499,1747301388,1747301388
3953,UC-87803588,A343,Airbus A340-300,Airbus,Active,181,1747301388,1747301388
3954,KG-71563531,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,430,1747301388,1747301388
3955,VF-86064307,AN26,Antonov An-26,Antonov,Maintenance,123,1747301388,1747301388
3956,LK-30866332,A345,Airbus A340-500,Airbus,Maintenance,526,1747301388,1747301388
3957,VZ-29187728,A310,Airbus A310-200,Airbus,Maintenance,203,1747301388,1747301388
3958,WG-84291978,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Maintenance,392,1747301388,1747301388
3959,GK-40625210,A148,Antonov An-148,Antonov,Maintenance,489,1747301388,1747301388
3960,YP-90888232,A332,Airbus A330-200,Airbus,Maintenance,60,1747301388,1747301388
3961,JI-64247084,AN24,Antonov An-24,Antonov,Active,132,1747301388,1747301388
3962,HW-58010121,AT72,Aerospatiale/Alenia ATR 72-201/-202,Aerospatiale/Alenia,Maintenance,372,1747301388,1747301388
3963,DF-78418458,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,134,1747301388,1747301388
3964,UY-15921154,AT45,Aerospatiale/Alenia ATR 42-500,Aerospatiale/Alenia,Active,592,1747301388,1747301388
3965,QN-12881739,A35K,Airbus A350-1000,Airbus,Active,124,1747301388,1747301388
3966,NK-47967916,A21N,Airbus A321neo,Airbus,Active,114,1747301388,1747301388
3967,YW-12831862,B39M,Boeing 737 MAX 9,Boeing,Active,16,1747301388,1747301388
3968,KL-78236614,A319,Airbus A319,Airbus,Active,69,1747301388,1747301388
3969,PA-12914898,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Maintenance,170,1747301388,1747301388
3970,MV-45469619,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,545,1747301388,1747301388
3971,DP-71735257,A388,Airbus A380-800,Airbus,Maintenance,618,1747301388,1747301388
3972,IM-67351103,AN12,Antonov An-12,Antonov,Maintenance,306,1747301388,1747301388
3973,GC-39455121,A338,Airbus A330-800,Airbus,Active,322,1747301388,1747301388
3974,PY-57903682,A321,Airbus A321,Airbus,Active,59,1747301388,1747301388
3975,WB-41482123,A337,"Airbus A330-700 ""BelugaXL""",Airbus,Active,314,1747301388,1747301388
3976,ZK-03928701,A320,Airbus A320,Airbus,Maintenance,590,1747301388,1747301388
3977,XJ-99967846,A333,Airbus A330-300,Airbus,Maintenance,38,1747301388,1747301388
3978,DN-38618491,A342,Airbus A340-200,Airbus,Active,551,1747301388,1747301388
3979,WM-57023316,A388,Airbus A380-800,Airbus,Maintenance,424,1747301388,1747301388
3980,YW-43050400,A332,Airbus A330-200,Airbus,Active,172,1747301388,1747301388
3981,EU-05412926,B38M,Boeing 737 MAX 8,Boeing,Maintenance,146,1747301388,1747301388
3982,PX-73389811,A148,Antonov An-148,Antonov,Maintenance,641,1747301388,1747301388
3983,OB-02056275,AT76,Aerospatiale/Alenia ATR 72-212A (600),Aerospatiale/Alenia,Active,204,1747301388,1747301388
3984,IA-93607481,A318,Airbus A318,Airbus,Active,451,1747301388,1747301388
3985,WL-11351397,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Active,84,1747301388,1747301388
3986,FO-24236660,AN30,Antonov An-30,Antonov,Active,472,1747301388,1747301388
3987,GG-29215513,B38M,Boeing 737 MAX 8,Boeing,Maintenance,562,1747301388,1747301388
3988,PH-06684681,AC90,Gulfstream/Rockwell (Aero) Turbo Commander 690,Gulfstream/Rockwell,Maintenance,361,1747301388,1747301388
3989,EW-46334467,AT73,Aerospatiale/Alenia ATR 72-211/-212,Aerospatiale/Alenia,Maintenance,439,1747301388,1747301388
3990,TG-56348710,A158,Antonov An-158,Antonov,Active,61,1747301388,1747301388
3991,PY-16571402,AN72,Antonov An-72 / An-74,Antonov,Active,475,1747301388,1747301388
3992,EF-04168816,A333,Airbus A330-300,Airbus,Active,133,1747301388,1747301388
3993,ZP-00414986,A321,Airbus A321,Airbus,Active,486,1747301388,1747301388
3994,PM-81096670,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,419,1747301388,1747301388
3995,SA-23581105,B190,Beechcraft 1900,Beechcraft,Maintenance,76,1747301388,1747301388
3996,EL-26918513,AN24,Antonov An-24,Antonov,Active,385,1747301388,1747301388
3997,JZ-13503836,A310,Airbus A310-200,Airbus,Maintenance,214,1747301388,1747301388
3998,FS-55957571,B39M,Boeing 737 MAX 9,Boeing,Maintenance,179,1747301388,1747301388
3999,OK-72871328,A359,Airbus A350-900,Airbus,Active,346,1747301388,1747301388
4000,KD-71114903,A342,Airbus A340-200,Airbus,Maintenance,505,1747301388,1747301388
4001,MU-92040141,A342,Airbus A340-200,Airbus,Maintenance,88,1747301388,1747301388
4002,PI-01585007,AN72,Antonov An-72 / An-74,Antonov,Maintenance,96,1747301388,1747301388
4003,AS-30176055,A140,Antonov An-140,Antonov,Maintenance,160,1747301388,1747301388
4004,NL-60571211,B37M,Boeing 737 MAX 7,Boeing,Active,49,1747301388,1747301388
4005,RW-40371227,AN32,Antonov An-32,Antonov,Maintenance,400,1747301388,1747301388
4006,EI-70521769,A158,Antonov An-158,Antonov,Active,219,1747301388,1747301388
4007,RU-68485783,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,179,1747301388,1747301388
4008,TB-09533735,B190,Beechcraft 1900,Beechcraft,Active,166,1747301388,1747301388
4009,CB-88588916,A320,Airbus A320,Airbus,Maintenance,423,1747301388,1747301388
4010,GF-35830441,A140,Antonov An-140,Antonov,Active,471,1747301388,1747301388
4011,NO-45495513,A306,Airbus A300-600,Airbus,Maintenance,421,1747301388,1747301388
4012,JT-61689865,A140,Antonov An-140,Antonov,Maintenance,91,1747301388,1747301388
4013,FA-84964437,A333,Airbus A330-300,Airbus,Active,7,1747301388,1747301388
4014,MN-78091923,A345,Airbus A340-500,Airbus,Maintenance,155,1747301388,1747301388
4015,ST-73046450,AN26,Antonov An-26,Antonov,Maintenance,22,1747301388,1747301388
4016,DP-25504259,A306,Airbus A300-600,Airbus,Maintenance,5,1747301388,1747301388
4017,NI-90722186,B3XM,Boeing 737 MAX 10,Boeing,Maintenance,178,1747301388,1747301388
4018,TL-59900855,A339,Airbus A330-900,Airbus,Active,24,1747301388,1747301388
4019,PG-09208076,A225,Antonov An-225 Mriya,Antonov,Active,43,1747301388,1747301388
4020,YA-82330476,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Active,139,1747301388,1747301388
4021,UC-00945330,AN30,Antonov An-30,Antonov,Maintenance,556,1747301388,1747301388
4022,MB-84386712,A35K,Airbus A350-1000,Airbus,Active,41,1747301388,1747301388
4023,BL-20186525,AN28,Antonov An-28,Antonov,Active,603,1747301388,1747301388
4024,QZ-33656495,A332,Airbus A330-200,Airbus,Active,279,1747301388,1747301388
4025,BJ-83564373,AN12,Antonov An-12,Antonov,Active,448,1747301388,1747301388
4026,DN-52645220,A306,Airbus A300-600,Airbus,Maintenance,201,1747301388,1747301388
4027,CO-05968465,AT46,Aerospatiale/Alenia ATR 42-600,Aerospatiale/Alenia,Maintenance,246,1747301388,1747301388
4028,SU-02309199,A320,Airbus A320,Airbus,Maintenance,641,1747301388,1747301388
4029,DN-82043206,A748,Hawker Siddeley HS 748,Hawker,Maintenance,582,1747301388,1747301388
4030,VS-01154004,A140,Antonov An-140,Antonov,Active,483,1747301388,1747301388
4031,OH-47401818,AN72,Antonov An-72 / An-74,Antonov,Active,2,1747301388,1747301388
4032,KA-46558573,A318,Airbus A318,Airbus,Maintenance,420,1747301388,1747301388
4033,TX-76711437,AT43,Aerospatiale/Alenia ATR 42-300 / 320,Aerospatiale/Alenia,Active,244,1747301388,1747301388
4034,JS-45830031,A148,Antonov An-148,Antonov,Active,188,1747301388,1747301388
4035,GT-52053522,A148,Antonov An-148,Antonov,Maintenance,314,1747301388,1747301388
4036,MB-58993000,A148,Antonov An-148,Antonov,Active,315,1747301388,1747301388
4037,ZO-36356490,AN26,Antonov An-26,Antonov,Maintenance,24,1747301388,1747301388
4038,ZK-99423828,A359,Airbus A350-900,Airbus,Maintenance,554,1747301388,1747301388
